DATE_REFERAL,OBLAST,RAION,SETTLEMENTS,ADMIN1,ADMIN2,ADMIN4,INFORMANT,REFERRAL_AGENCY,GCA_NGCA,ALERT_TYPE,CONFLICT_RELATED,NEED_TYPE,DESCRIPTION,CONTEXT,AFFECTED,NO_AFFECTED,SOURCE_INFO,CLUSTER,RESPONSE_PARTNER,CONFIRMATION,ACTION,NO_BENEFICIARIES,STATUS,DATE_UPDATE,GAP_BENEFICIARIES,UNCOVERED_NEEDS,ADDITIONAL_INFO_LINK,COMMENTS,latitude,longitude
2016-06-21,Donetska,Kostiantynivskyi,Pleshchiivka,1400000000,1422400000,1422483003," ","dolor reprehenderit accusantium",NGCA,"Need Overview",No,"Access to water","Animi soluta aperiam sequi quos sunt facilis. Reiciendis ex beatae omnis vel. Vero ullam nostrum incidunt mollitia doloremque."," ",Community,102," ",Health/Nutrition," ",No," ",92,resolved,2016-06-30,19," "," ","Consectetur praesentium veniam corrupti autem amet doloremque eligendi vero. Tenetur quis ex atque corporis. Accusamus ducimus corrupti occaecati odio tempora.",48.457,37.779
2016-05-01,Luhanska,Starobilskyi,Rozdolne,4400000000,4425100000,4425180303,"dolor alias unde"," ",NGCA,"Need Overview",No,"Presence of landmines and/or EWRs","Quos quis neque quibusdam alias omnis odit. Odit ad expedita delectus. Eos necessitatibus iure qui eaque."," ",IDP,124,"sequi voluptate iusto",Education," ",No,"quisquam impedit aspernatur qui voluptatibus nam quibusdam tenetur",55,"Not addressed",2016-05-18,29,"quaerat suscipit explicabo"," ","Non pariatur delectus eum dicta repellendus accusamus. Incidunt dolorum iure eligendi suscipit odio. Temporibus facilis libero ex dolore atque dolores blanditiis.",49.303,39.012
2016-03-28,Donetska,Artemivska,Soledar,1400000000,1410300000,1410370300," ","iste laborum ullam",GCA,"Support Request",Yes,"Access to shelter","Repudiandae nisi magnam nesciunt blanditiis. Quod asperiores voluptas quam fugit suscipit sint. Sapiente at veniam alias nisi.","Corporis sunt in quia similique. Illum dicta nesciunt libero. Ad voluptatibus alias quaerat ad.",Community,8," ","Livelihoods/Early Recovery"," ",No," ",0,"Addressed but unresolved",2016-04-03,7,"repudiandae amet provident",http://www.valencia-white.biz/tag/tags/privacy.htm,"Quasi cum beatae sint minima cum atque expedita. Soluta laborum modi in ut vel temporibus. Commodi earum possimus incidunt. Consectetur aspernatur accusamus magnam.",48.695,38.068
2015-09-29,Donetska,Debaltsevcka,Debaltseve,1400000000,1410900000,1410900000," "," ",GCA,"Need Overview",Yes,"Access to health services","Quaerat minus eum quia in distinctio est quia ipsa. Eum modi nemo quibusdam facilis inventore animi odio iure.","Fugit deleniti minus exercitationem dolor. Alias ducimus qui placeat laudantium fuga rerum.",Community,17,"excepturi atque quidem","Water Sanitation Hygiene"," ",No,"a natus eius voluptates accusamus ipsam voluptatem saepe",13,"Not addressed",2015-12-05,3,"optio asperiores eligendi"," "," ",48.334,38.406
2015-02-03,Luhanska,Slovianoserbskyi,Zamostia,4400000000,4424500000,4424555902," ","harum aliquid harum",GCA,"Mine Risk",No,Other,"Debitis accusantium minima labore eaque. Ab quas in maiores assumenda."," ",Individuals,81," ",Health/Nutrition," ",Yes," ",5,"Addressed but unresolved",2016-07-08,28,"hic nostrum minima",http://mosley.com/," ",48.572,39.069
2015-03-23,Luhanska,Kreminskyi,Pshenychne,4400000000,4421600000,4421685402,"iusto asperiores placeat"," ",GCA,"Support Request",No,"Access to shelter"," "," ",NDP,107,"voluptatem ut iure","Water Sanitation Hygiene"," ",Yes,"praesentium tenetur eaque porro ut tempore quaerat exercitationem",82,resolved,2016-07-04,59,"neque a inventore"," ","Sint eveniet tempore deserunt saepe dolor ex. Quia laboriosam voluptas magni perspiciatis.",49.078,38.348
2016-06-07,Luhanska,Popasnianskyi,Holubivske,4400000000,4423800000,4423881501,"qui placeat quaerat","sapiente magnam voluptatum",GCA,"Support Request",Yes,"Access to NFI","Nam excepturi quas vel eligendi nobis. Impedit asperiores amet sint explicabo at nulla ea. Aliquam nulla at velit.","Harum deleniti sunt nam. Eveniet tenetur quos possimus.",NDP,25,"labore sit ad",Health/Nutrition," ",Yes,"beatae architecto reprehenderit architecto eius labore eveniet nemo",15,"Not addressed",2016-07-09,12," "," ","Totam placeat tenetur doloribus. Earum dolorem ex voluptatum assumenda voluptas cupiditate. Doloribus incidunt sapiente aliquid accusantium laboriosam eaque.",48.69,38.64
2015-10-30,Donetska,Krasnoarmiiskyi,Vorovske,1400000000,1422700000,1422785002,"maiores molestias vero"," ",NGCA,"Support Request",No,"Access to shelter"," "," ",NDP,5," ","Water Sanitation Hygiene","totam esse distinctio",No," ",2,"Addressed but unresolved",2015-12-13,1,"nesciunt quaerat itaque",http://hebert.info/login/," ",48.143,37.188
2015-07-06,Luhanska,Slovianoserbskyi,Lotykove,4400000000,4424500000,4424555600,"sapiente sunt eveniet","soluta possimus tempore",NGCA,"Mine Risk",No,Other," ","Odio dolores laboriosam quibusdam. Rerum ad qui at qui sint debitis unde.",Community,62," ","Emergency Shelter/NFI","quod doloremque fugit",Yes,"ut esse exercitationem beatae voluptatum deserunt sed consequuntur",49,resolved,2016-04-21,30," ",http://www.padilla-johnson.com/,"Minima necessitatibus expedita animi illo voluptates. Veritatis deserunt distinctio tenetur perferendis veritatis. Reprehenderit dolor autem vitae nihil.",48.523,38.916
2016-06-28,Donetska,Dokuchaievska,Dokuchaievsk,1400000000,1411600000,1411600000,"praesentium repudiandae quaerat","repellendus aspernatur assumenda",GCA,"Mine Risk",Yes,"Access to humanitarian assistance","Repellendus similique cum officiis neque ullam. Excepturi fuga illo reiciendis quod. Unde reprehenderit ratione facilis earum."," ",NDP,114,"veritatis tenetur quod","Food Security"," ",No,"quis facere quod illum aliquam temporibus explicabo quod",10,"Not addressed",2016-07-01,82," "," ","Ipsa optio expedita quaerat amet eum fugiat. Eius vero sequi a nesciunt natus. Animi ut vel cupiditate quis ipsa laborum.",47.749,37.677
2015-04-06,Luhanska,Slovianoserbskyi,Prychepylivka,4400000000,4424500000,4424583302,"fuga distinctio doloribus"," ",NGCA,"Mine Risk",No,"Access to humanitarian assistance"," "," ",Individuals,131," ",Logistics,"itaque quia illum",No," ",123,"Not addressed",2016-05-31,98,"nobis veniam iste"," "," ",48.757,38.692
2015-08-23,Luhanska,Milovskyi,Shelestivka,4400000000,4422800000,4422883306," ","nemo perspiciatis facere",GCA,"Mine Risk",No,"Presence of landmines and/or EWRs"," "," ",Community,27," ","Livelihoods/Early Recovery"," ",No," ",20,"Not addressed",2016-04-16,20," "," "," ",49.497,39.919
2016-07-15,Donetska,Kramatorska,Oleksandrivka,1400000000,1412900000,1412945300,"nostrum officia magni","eum tempore enim",NGCA,"Support Request",No,Other," ","Sapiente autem qui nam fugit dolorem ad. In eum dignissimos impedit blanditiis repudiandae.",Individuals,68,"quam earum consequuntur",Health/Nutrition," ",Yes,"debitis explicabo assumenda consectetur ea non minima rem",36,resolved,2016-07-15,66," "," ","Veritatis odit quaerat excepturi consequatur eligendi quod. Earum modi nam quos necessitatibus aliquam doloremque provident. Mollitia et distinctio aliquam enim eos.",48.748,37.453
2016-01-26,Luhanska,Sverdlovska,Kondriuche,4400000000,4412700000,4412745701,"pariatur consequuntur mollitia"," ",NGCA,"Need Overview",Yes,"Access to water"," "," ",NDP,32,"dolorum voluptas dicta","Water Sanitation Hygiene","maxime repudiandae quisquam",No,"ratione aliquid possimus iure non in ex eos",2,"Not addressed",2016-06-30,11," ",http://www.cordova.info/about/,"Tempore deleniti voluptatum veritatis ratione ab ullam. Explicabo blanditiis est voluptatibus hic error reiciendis quae. Soluta voluptas accusamus ipsum vel perferendis quia quod.",48.032,39.623
2016-04-18,Donetska,Torezka,Rozsypne,1400000000,1414700000,1414745700,"explicabo repudiandae perspiciatis","corporis quaerat assumenda",NGCA,"Mine Risk",Yes,"Access to shelter","Adipisci rem expedita occaecati. Distinctio repellendus hic dolorem facilis. Saepe provident quos blanditiis dolores.","Quas eius tempora necessitatibus. Sit pariatur inventore mollitia et.",Community,30," ","Water Sanitation Hygiene"," ",Yes," ",19,"Not addressed",2016-05-05,25,"hic animi officia"," ","Repellendus consectetur hic odio dolores. Ad qui rerum quasi laudantium. Autem fugiat officiis hic adipisci atque facere at. Mollitia numquam ab dignissimos.",48.131,38.566
2015-03-26,Luhanska,Novopskovskyi,Kuban,4400000000,4423300000,4423355301," ","occaecati tempore quas",GCA,"Support Request",No,"Presence of landmines and/or EWRs"," ","At nesciunt officia cumque dolorem. Ab sed quis distinctio amet officia quidem.",Community,49,"quae enim atque","Livelihoods/Early Recovery"," ",No," ",17,resolved,2016-01-31,10,"atque tempora aliquam"," ","Provident explicabo eos distinctio eaque hic. Quisquam illo beatae culpa odit officia. Impedit cum maxime numquam placeat doloremque reprehenderit doloremque.",49.65,39.031
2015-02-28,Donetska,Oleksandrivskyi,Oleksandrivka,1400000000,1420300000,1420355100," ","officia doloremque voluptatem",NGCA,"Mine Risk",No,"Access to humanitarian assistance"," ","Odio amet amet quibusdam tenetur numquam quos numquam. Sequi autem sed iusto.",IDP,16," ",Health/Nutrition," ",No," ",14,resolved,2015-09-19,12,"doloribus quaerat aliquam",http://hahn.com/main/categories/tags/register.html,"Incidunt maiores esse est ex praesentium nemo. Natus earum cumque iste voluptate hic ab. Incidunt hic asperiores quam rem officiis temporibus. Corrupti pariatur voluptas ipsam vitae facere.",48.71,36.914
2015-03-20,Donetska,Yasynuvatskyi,Verkhnotoretske,1400000000,1425500000,1425555200,"odio provident quas","saepe officia similique",NGCA,"Mine Risk",No,"Access to humanitarian assistance"," "," ",IDP,63," ","Livelihoods/Early Recovery","doloremque aliquid quo",No,"quam magni accusamus corporis at error esse eveniet",42,"Addressed but unresolved",2015-10-17,57," ",http://www.lopez.com/explore/app/homepage.htm," ",48.223,37.869
2015-12-11,Luhanska,Bilovodskyi,Nozdrivka,4400000000,4420600000,4420683302," "," ",GCA,"Support Request",No,"Access to water"," "," ",Community,7," ",Education,"possimus possimus optio",Yes,"unde cupiditate ad ex enim id itaque esse",0,"Not addressed",2015-12-18,5," ",http://www.velazquez.net/app/about.jsp,"Rerum facilis molestias quia aut architecto. Pariatur est est eaque totam libero voluptas itaque maiores. Sit recusandae mollitia facere nesciunt excepturi. Rerum enim sapiente eum velit quia.",49.019,39.668
2016-04-25,Donetska,Dymytrivska,Dymytrov,1400000000,1411300000,1411300000," ","in dolores delectus",NGCA,"Need Overview",No,"Access to NFI"," ","Eveniet magni amet vitae repellendus inventore. Quam vitae non dolorem id ut.",IDP,13," ","Emergency Shelter/NFI","adipisci deleniti aliquam",Yes," ",9,"Addressed but unresolved",2016-07-11,8,"vero sunt animi",http://gibson-odonnell.org/,"Aperiam temporibus soluta quia ab culpa at adipisci. Saepe repudiandae facilis doloribus minima commodi velit rem ipsum. Quas itaque cumque eos eveniet at occaecati.",48.269,37.283
2015-07-24,Luhanska,Sverdlovskyi,Karpove-Kripenske,4400000000,4424200000,4424283303," ","dolorem corrupti aliquid",GCA,"Support Request",Yes,"Access to humanitarian assistance","Consequuntur ipsa ullam laborum. Ex harum eveniet fugiat. Sapiente in tempora exercitationem animi."," ",Individuals,138,"totam deserunt repellendus",Logistics," ",Yes," ",105,"Not addressed",2016-06-07,58," ",http://valdez.org/homepage.html,"Adipisci nesciunt aut illo itaque. Tenetur ducimus voluptatem aliquid nesciunt. Atque dolor sed libero amet provident quod. Dolorem est quis expedita repudiandae vero ad sit.",47.95,39.592
2015-12-16,Donetska,Velykonovosilkivskyi,Makarivka,1400000000,1421200000,1421284802," "," ",GCA,"Support Request",No,"Access to water","Aperiam inventore delectus maxime possimus. Beatae rerum accusamus quod velit asperiores.","Magni possimus provident non corrupti sapiente praesentium. Dolorum mollitia sit animi eos.",NDP,48,"velit nostrum laboriosam","Livelihoods/Early Recovery","nemo recusandae eaque",Yes,"sapiente molestiae mollitia reprehenderit rerum minus fugit sapiente",11,"Not addressed",2016-03-03,42,"veritatis commodi nam"," ","Nihil neque dolore dicta iste neque quasi expedita beatae. Illum excepturi voluptates quas adipisci fugiat. Ab delectus eius quae vel similique sequi voluptate.",47.777,36.8
2016-07-19,Luhanska,Rubizhanska,Rubizhne,4400000000,4412500000,4412500000," ","error odit voluptate",NGCA,"Mine Risk",Yes,"Access to health services"," ","Repellat voluptate maiores placeat optio veniam. Dolorem est possimus quam quae explicabo.",NDP,74," ","Water Sanitation Hygiene"," ",Yes,"quisquam possimus nesciunt nulla similique qui officiis molestiae",3,resolved,2016-07-19,26," "," ","Dolorum repellat dolores nulla soluta numquam. Tempore adipisci incidunt quidem soluta eius. Ipsum molestiae perferendis beatae nemo ipsum error voluptatum eaque.",49.021,38.366
2016-02-24,Luhanska,Stanychno-Luhanskyi,Derkulske,4400000000,4424800000,4424886503,"maxime quasi explicabo"," ",NGCA,"Mine Risk",Yes,"Presence of landmines and/or EWRs","Quaerat eos qui itaque consequuntur animi. Maxime sit quis maxime. Corporis reprehenderit molestias velit quos natus.","Repellat totam assumenda pariatur. Facilis ducimus dolor deleniti. Temporibus qui ipsa sed aut.",Community,112,"nisi neque corporis","Livelihoods/Early Recovery","animi perferendis consectetur",No," ",29,"Not addressed",2016-06-22,90,"perspiciatis hic modi"," ","Sapiente natus qui ipsum nobis numquam. Iusto reprehenderit quod reiciendis expedita inventore. Asperiores fugiat repellat deserunt aperiam occaecati voluptatem veniam.",48.995,39.693
2015-03-01,Luhanska,Kirovska,Tavrychanske,4400000000,4411000000,4411045703,"nulla omnis amet","nostrum ea officia",NGCA,"Mine Risk",No,"Presence of landmines and/or EWRs"," ","Temporibus aperiam illo facilis vitae. Illo deserunt aspernatur ratione accusantium.",NDP,62,"mollitia quidem magnam",Health/Nutrition," ",Yes,"earum ea expedita vitae eveniet corrupti autem quo",59,"Not addressed",2016-04-12,6,"voluptates perferendis magnam",http://garza.com/about.asp,"Quos error placeat animi. Consectetur autem assumenda exercitationem nulla laudantium facere.
Laborum ducimus in ad laboriosam incidunt. Veniam repellat tempore delectus harum.",48.629,38.693
2015-03-16,Luhanska,Rubizhanska,Rubizhne,4400000000,4412500000,4412500000,"debitis itaque voluptatem"," ",GCA,"Mine Risk",Yes,Other,"Nostrum deserunt recusandae voluptates. Corrupti quam porro maxime blanditiis nesciunt."," ",Individuals,115,"aliquam doloribus nesciunt","Water Sanitation Hygiene"," ",Yes," ",87,resolved,2015-06-18,72," "," "," ",49.021,38.366
2016-02-15,Luhanska,Krasnodonskyi,Prydorozhne,4400000000,4421400000,4421488803," ","reprehenderit placeat illo",GCA,"Support Request",Yes,"Presence of landmines and/or EWRs","At qui neque iure quasi. Ut in in explicabo ipsa. Vel distinctio explicabo provident dolorem.","Quod laboriosam sit ipsum maxime. Optio iste harum unde. Enim culpa non quos quis eaque.",IDP,134," ","Livelihoods/Early Recovery"," ",Yes,"eligendi nemo labore impedit consectetur aspernatur expedita possimus",16,"Addressed but unresolved",2016-03-28,93,"ex expedita voluptatem"," ","Sapiente quo illo non dolorum reprehenderit enim a. Iste magni cum debitis facere sint illum dolorum. Mollitia delectus culpa vel possimus aut. Modi eum molestiae nostrum tempora.",48.391,39.592
2016-04-24,Donetska,Kostiantynivska,Kostiantynivka,1400000000,1412600000,1412600000,"debitis mollitia iure"," ",NGCA,"Need Overview",Yes,"Presence of landmines and/or EWRs"," ","Dolorum dolore vel quia cum eius minus. Totam ipsam modi excepturi quisquam vel eius.",IDP,33," ","Livelihoods/Early Recovery","eaque quisquam deleniti",No,"itaque laborum aperiam ipsum rem aliquid modi saepe",2,"Not addressed",2016-07-06,29," "," ","Ut modi in perferendis pariatur quisquam necessitatibus. Blanditiis pariatur numquam esse. Vel officiis quasi soluta praesentium ipsa. Iste tempora corrupti nisi.",48.522,37.701
2015-05-04,Luhanska,Milovskyi,Kalmykivka,4400000000,4422800000,4422886602,"iusto ratione distinctio","doloremque assumenda maiores",NGCA,"Need Overview",No,"Access to health services","Commodi amet sunt nam at. Mollitia id perspiciatis vel corrupti. Dolore voluptates occaecati assumenda totam ratione.","Nihil sed ipsa voluptatibus. Ducimus minus earum ex accusantium cumque magnam ipsa.",Community,122," ","Livelihoods/Early Recovery"," ",Yes,"omnis dignissimos molestias odit illum explicabo perferendis reiciendis",51,"Not addressed",2015-11-27,54,"illo neque corrupti",http://bell-stein.com/main.asp," ",49.27,39.858
2015-01-04,Luhanska,Novopskovskyi,Sosnivka,4400000000,4423300000,4423388206,"praesentium dolorem possimus","animi quibusdam voluptatum",GCA,"Mine Risk",Yes,"Presence of landmines and/or EWRs","Aut consequuntur quae quasi beatae ab. Repellendus at fugit odit nesciunt. Blanditiis velit voluptas atque natus sequi.","Iusto est dicta molestiae sit non. Quo iste dignissimos repellat. Sapiente earum inventore dolores.",Individuals,112," ",Protection," ",Yes,"fugit non harum deserunt tempora consectetur quidem quam",6,"Not addressed",2015-05-04,53,"maxime ipsam facere",http://robinson.org/tags/about.html," ",49.764,38.958
2015-08-27,Luhanska,Stakhanovska,Stakhanov,4400000000,4413100000,4413100000," ","recusandae temporibus necessitatibus",GCA,"Mine Risk",Yes,"Access to humanitarian assistance","Totam illum hic voluptatum. Suscipit culpa suscipit illum ullam nobis totam. Blanditiis officia dolores voluptate officiis.","Vitae quaerat ipsum repellendus esse. Fugit voluptates quas sed nisi dolor totam.",Community,88," ",Protection," ",Yes," ",84,resolved,2016-05-18,34," ",http://madden.com/main/search/list/privacy.asp," ",48.564,38.653
2015-12-20,Donetska,Slovianskyi,Krasnopillia,1400000000,1424200000,1424281503," ","iure corporis sint",GCA,"Need Overview",No,"Access to water"," ","Hic quam quisquam inventore. Consequatur fugiat corrupti occaecati itaque excepturi.",IDP,143," ","Livelihoods/Early Recovery"," ",No," ",62,"Addressed but unresolved",2016-06-19,96,"doloremque laboriosam ratione",http://www.mcdonald.org/tag/main/app/terms.jsp,"Voluptatum ex distinctio quae magni excepturi. Voluptate corrupti iste quibusdam odit occaecati. Illum quas sint dignissimos veritatis.",48.988,37.414
2015-12-07,Donetska,Dymytrivska,Svitle,1400000000,1411300000,1411390001,"nihil quisquam beatae","provident dignissimos totam",NGCA,"Support Request",Yes,"Access to water"," ","Enim soluta ipsum officia quidem facilis sed. Unde dolor officiis veritatis omnis dignissimos odit.",Individuals,100," ","Water Sanitation Hygiene","repudiandae tempore numquam",No," ",56,resolved,2016-06-29,25,"unde deserunt itaque"," ","Ullam magnam ex nisi. Ratione dolor nobis quo nam quae culpa saepe. Nobis similique quas nihil officia saepe molestias.",48.308,37.229
2015-10-28,Luhanska,Milovskyi,Pivnivka,4400000000,4422800000,4422882202," "," ",NGCA,"Mine Risk",No,"Presence of landmines and/or EWRs"," ","Tenetur dolores eius neque adipisci illo at fuga. Dolores optio aspernatur odio.",IDP,76,"eum tempore quis","Livelihoods/Early Recovery"," ",No,"illum in magnam similique maxime voluptatibus illum voluptatem",75,"Addressed but unresolved",2015-12-29,67," ",http://www.nelson-johnson.org/blog/posts/author.html,"Dolorum iure voluptate quos explicabo quisquam eius voluptatibus. Itaque rerum quas ut sapiente alias. Rerum eum est cupiditate.",49.434,39.879
2016-04-09,Luhanska,Alchevska,Alchevsk,4400000000,4411200000,4411200000," ","hic doloribus velit",NGCA,"Need Overview",Yes,"Access to NFI"," "," ",Individuals,36," ",Logistics," ",Yes," ",17,"Addressed but unresolved",2016-06-18,5,"laborum corrupti ratione",http://cline.com/main/privacy/,"Architecto recusandae voluptatem voluptatum eos enim nesciunt perferendis. Incidunt nobis dolorum tempora cumque. Minus iure quam inventore architecto porro.",48.48,38.793
2015-09-15,Donetska,Druzhkivska,Novohryhorivka,1400000000,1411700000,1411745600," "," ",NGCA,"Support Request",No,"Access to NFI"," "," ",IDP,102," ","Emergency Shelter/NFI"," ",No,"placeat beatae excepturi delectus autem voluptatum quidem culpa",83,resolved,2015-10-26,6," "," "," ",48.577,37.422
2016-01-24,Donetska,Debaltsevcka,Debaltseve,1400000000,1410900000,1410900000," ","atque accusamus vel",GCA,"Support Request",No,"Access to NFI"," "," ",Community,32,"reprehenderit a incidunt",Logistics,"exercitationem minima deserunt",No,"eveniet dolores quibusdam itaque quasi nulla tenetur perferendis",17,resolved,2016-02-18,7," ",http://www.moran-phillips.biz/list/posts/search/register/," ",48.334,38.406
2015-11-09,Luhanska,Slovianoserbskyi,"Stukalova Balka",4400000000,4424500000,4424583910,"omnis ipsam reprehenderit","facilis hic dignissimos",NGCA,"Mine Risk",Yes,Other,"Quia saepe facilis repellat. Harum nobis et adipisci doloremque. Saepe voluptatibus inventore sapiente incidunt itaque."," ",Individuals,68," ",Education," ",Yes,"suscipit consequuntur vel optio aliquid eius dolor itaque",6,"Not addressed",2015-11-24,11," "," "," ",48.644,39.293
2015-04-30,Luhanska,Antratsytska,Kripenskyi,4400000000,4410300000,4410346500," ","reprehenderit eius consequuntur",GCA,"Support Request",Yes,"Access to health services"," "," ",Community,100," ","Emergency Shelter/NFI","vero veritatis laboriosam",Yes,"reprehenderit illo velit fugit exercitationem inventore veniam corporis",2,"Addressed but unresolved",2015-05-05,93,"magni architecto maiores",http://martinez-jennings.com/explore/posts/terms/," ",48.075,39.054
2015-02-09,Donetska,#N/A,Horlivka,1400000000,1440600000,1410600000,"excepturi dolores perferendis"," ",GCA,"Support Request",No,"Access to shelter","Minus laborum voluptatum incidunt quis repudiandae labore. Ullam tempore tenetur sit cupiditate quis quaerat.","Necessitatibus eum velit quasi. Ipsum consectetur blanditiis tempora natus vel incidunt autem.",Community,105," ",Protection," ",No," ",1,"Not addressed",2015-05-09,51,"distinctio dicta adipisci"," ","Dolorum enim ipsa quas incidunt ex facere. Incidunt perspiciatis aperiam aperiam totam ducimus corrupti. Atque nemo dicta ea ipsam.",48.326,38.06
2016-06-19,Donetska,Yenakiivska,Puteprovid,1400000000,1412000000,1412046805,"nostrum quisquam necessitatibus"," ",NGCA,"Need Overview",Yes,"Access to NFI","Dolores blanditiis alias dignissimos. Voluptatibus maxime rerum voluptatum maxime ea. Fugit officiis soluta ipsam.","Praesentium velit voluptatem in. Asperiores cum numquam dolore. Facilis totam itaque doloribus.",Individuals,94,"quia distinctio explicabo",Health/Nutrition," ",Yes," ",13,"Not addressed",2016-06-27,41," ",http://www.garcia-hendrix.com/list/login.php," ",48.151,38.051
2015-10-27,Luhanska,Markivskyi,Heraskivka,4400000000,4422500000,4422582201,"itaque labore ea","fugiat placeat dicta",NGCA,"Mine Risk",No,"Access to health services"," ","Provident molestiae alias quas reprehenderit. Officiis perferendis sequi explicabo voluptas sequi.",IDP,27," ","Water Sanitation Hygiene"," ",No,"odio officiis voluptatum odit illum provident molestias reiciendis",4,resolved,2016-02-16,4,"itaque voluptas occaecati",http://www.warren.biz/posts/categories/terms/,"Occaecati beatae aperiam praesentium. Voluptas quo commodi tempore aspernatur reiciendis a eligendi.",49.606,39.542
2015-08-01,Donetska,Mariupolska,Talakivka,1400000000,1412300000,1412365800," "," ",NGCA,"Mine Risk",No,"Presence of landmines and/or EWRs","Sit laboriosam praesentium deleniti praesentium harum laborum. Sapiente in ea ullam. Quos nihil odit eius aliquid.","Consectetur saepe blanditiis ullam ipsam harum vel. Aliquid reiciendis amet voluptas quia esse.",IDP,69," ",Education,"incidunt adipisci recusandae",No," ",56,"Not addressed",2016-06-05,5,"fuga sint optio"," ","Eius voluptas rerum provident iste ex numquam. Voluptates omnis debitis deserunt libero labore quaerat aut. Repellat magnam minus at necessitatibus voluptatibus.",47.185,37.723
2016-04-03,Luhanska,Novopskovskyi,Sosnivka,4400000000,4423300000,4423388206,"accusantium sit voluptas"," ",GCA,"Need Overview",No,"Access to water","Pariatur eligendi delectus et repellendus est eos alias. Dolorum temporibus eligendi delectus."," ",Community,132," ","Livelihoods/Early Recovery","blanditiis soluta quas",Yes,"eius id voluptatum odio fuga unde ex corrupti",70,"Not addressed",2016-04-19,56,"sapiente accusamus quos",http://dixon.org/categories/list/main.htm," ",49.764,38.958
2015-11-03,Donetska,Shakhtarskyi,Petropavlivka,1400000000,1425200000,1425286701," ","magni nam hic",NGCA,"Need Overview",No,Other," "," ",IDP,88," ",Health/Nutrition," ",No," ",28,"Not addressed",2015-11-25,76," "," "," ",48.14,38.532
2015-02-07,Donetska,#N/A,Horlivka,1400000000,1440600000,1410600000,"voluptates similique iusto","quasi deleniti fugit",GCA,"Need Overview",No,"Presence of landmines and/or EWRs"," "," ",IDP,105,"illo excepturi eaque",Education," ",No," ",26,"Not addressed",2016-04-06,34,"fugit aspernatur rerum",http://williamson-bauer.org/login.html," ",48.326,38.06
2016-05-07,Luhanska,Sverdlovska,Shakhtarske,4400000000,4412700000,4412746900,"assumenda quia quae"," ",NGCA,"Need Overview",No,"Access to health services"," ","Recusandae ad id quasi cum quia quos. Delectus id cum consequuntur nisi.",NDP,119," ","Emergency Shelter/NFI"," ",Yes," ",70,resolved,2016-06-25,30," ",http://brown.biz/wp-content/home/,"Dolorum porro nulla voluptatum sed. Rerum dolorem voluptatum iste. Nulla tempore eaque accusamus quibusdam at porro sunt.",48.054,39.554
2016-02-14,Donetska,Oleksandrivskyi,Samiilivka,1400000000,1420300000,1420387507," ","dolorem autem sit",NGCA,"Support Request",Yes,"Access to health services","Culpa soluta sit incidunt. Ab recusandae ipsum sed illo. Ut possimus sit itaque ut.","Repellat delectus nihil itaque fugit. Labore pariatur nemo consectetur. Ut dicta sunt accusantium.",IDP,114," ","Water Sanitation Hygiene"," ",Yes,"minus saepe mollitia nihil enim at temporibus incidunt",89,"Not addressed",2016-03-01,63," "," "," ",48.587,36.986
2015-10-03,Donetska,Kostiantynivska,Kostiantynivka,1400000000,1412600000,1412600000," "," ",GCA,"Need Overview",No,Other," ","Quasi magnam illum illum. Placeat cumque aliquam autem quas illum doloribus.",NDP,53," ","Emergency Shelter/NFI"," ",No,"eum perferendis amet tenetur maxime ut quisquam repellat",50,"Addressed but unresolved",2016-04-17,47,"modi molestias excepturi"," "," ",48.522,37.701
2015-12-22,Luhanska,Briankivska,Lomuvatka,4400000000,4410500000,4410546200," ","rem iure cum",GCA,"Mine Risk",No,"Access to health services"," "," ",Community,108," ",Education," ",No," ",93,resolved,2016-05-27,43,"suscipit commodi aliquam",http://www.willis.org/tag/register.html,"Soluta nam inventore provident voluptas quis consectetur perferendis. Molestias quis tenetur veniam magnam expedita. Voluptas nobis recusandae quas repellendus porro.",48.453,38.559
2015-12-29,Luhanska,Kirovska,Krynychne,4400000000,4411000000,4411045701,"officiis reprehenderit quia","expedita neque beatae",NGCA,"Mine Risk",No,"Presence of landmines and/or EWRs","Asperiores dicta facilis illum voluptate. Quibusdam assumenda non laboriosam qui totam eveniet. Dolorum atque iure sed illo."," ",Individuals,137," ","Food Security","corporis nulla saepe",No," ",63,"Addressed but unresolved",2016-04-16,80,"excepturi necessitatibus quibusdam",http://www.shelton.net/terms/," ",48.602,38.715
2015-11-15,Donetska,Shakhtarskyi,Shaposhnykove,1400000000,1425200000,1425280503,"quis impedit nisi"," ",GCA,"Mine Risk",Yes,"Access to humanitarian assistance"," ","Dolor placeat laborum ducimus. Accusantium doloribus corporis qui praesentium blanditiis.",NDP,66,"quas iste officiis","Emergency Shelter/NFI"," ",Yes," ",19,"Not addressed",2016-05-24,11,"quasi nostrum exercitationem"," "," ",47.961,38.455
2016-03-05,Donetska,Artemivska,"Chasiv Yar",1400000000,1410300000,1410370600,"placeat explicabo dicta"," ",GCA,"Mine Risk",Yes,"Presence of landmines and/or EWRs"," "," ",IDP,35," ","Food Security"," ",No,"cum sint asperiores dolorum a eum nobis saepe",9,resolved,2016-05-22,18," ",http://www.williams-blanchard.org/index/,"Ex odio quod est corrupti eveniet illo. In libero natus est omnis illum vitae. Iure ad praesentium sint. Deleniti perspiciatis commodi accusantium id distinctio.",48.593,37.852
